movie_id,genre_id,genre_name
293660,[10749],[u'Romance']
297761,[28],[u'Action']
209112,[28],[u'Action']
271110,[28],[u'Action']
329865,[28],[u'Action']
284052,[28],[u'Action']
246655,[28],[u'Action']
269149,[16],[u'Animation']
259316,[28],[u'Action']
330459,[28],[u'Action']
127380,[16],[u'Animation']
328111,[16],[u'Animation']
313369,[10749],[u'Romance']
274870,[10749],[u'Romance']
278927,[28],[u'Action']
291805,[35],[u'Comedy']
277834,[16],[u'Animation']
47933,[28],[u'Action']
188927,[28],[u'Action']
258489,[28],[u'Action']
324668,[28],[u'Action']
283366,[28],[u'Action']
333371,[28],[u'Action']
324786,[18],[u'Drama']
333484,[28],[u'Action']
68735,[28],[u'Action']
290250,[35],[u'Comedy']
121856,[28],[u'Action']
43074,[28],[u'Action']
207932,[53],[u'Thriller']
296096,[10749],[u'Romance']
299687,[28],[u'Action']
302946,[53],[u'Thriller']
223702,[16],[u'Animation']
343611,[28],[u'Action']
262504,[28],[u'Action']
363676,[18],[u'Drama']
259693,[53],[u'Thriller']
267860,[28],[u'Action']
302699,[35],[u'Comedy']
140300,[16],[u'Animation']
346685,[10749],[u'Romance']
300669,[53],[u'Thriller']
346672,[28],[u'Action']
328387,[28],[u'Action']
340666,[53],[u'Thriller']
332567,[53],[u'Thriller']
335797,[16],[u'Animation']
290595,[28],[u'Action']
241259,[28],[u'Action']
325133,[35],[u'Comedy']
291870,[35],[u'Comedy']
381284,[18],[u'Drama']
270487,[35],[u'Comedy']
296524,[28],[u'Action']
259694,[10749],[u'Romance']
278924,[28],[u'Action']
376867,[18],[u'Drama']
205584,[28],[u'Action']
308266,[35],[u'Comedy']
316727,[28],[u'Action']
334541,[18],[u'Drama']
376659,[35],[u'Comedy']
338766,[53],[u'Thriller']
302401,[53],[u'Thriller']
369885,[10749],[u'Romance']
303858,[53],[u'Thriller']
334533,[10749],[u'Romance']
321258,[53],[u'Thriller']
334543,[18],[u'Drama']
153518,[16],[u'Animation']
300671,[28],[u'Action']
345920,[10749],[u'Romance']
278154,[16],[u'Animation']
267935,[28],[u'Action']
345911,[53],[u'Thriller']
308531,[35],[u'Comedy']
95610,[35],[u'Comedy']
173897,[28],[u'Action']
136799,[16],[u'Animation']
329833,[35],[u'Comedy']
146198,[53],[u'Thriller']
316023,[10749],[u'Romance']
267193,[35],[u'Comedy']
313297,[16],[u'Animation']
245703,[28],[u'Action']
339397,[10749],[u'Romance']
376570,[53],[u'Thriller']
301365,[53],[u'Thriller']
347031,[10749],[u'Romance']
356305,[35],[u'Comedy']
313922,[53],[u'Thriller']
379170,[53],[u'Thriller']
319888,[35],[u'Comedy']
311324,[28],[u'Action']
396535,[28],[u'Action']
258230,[28],[u'Action']
300673,[28],[u'Action']
58431,[10749],[u'Romance']
294272,[28],[u'Action']
323675,[35],[u'Comedy']
303991,[35],[u'Comedy']
271969,[28],[u'Action']
332210,[16],[u'Animation']
381341,[35],[u'Comedy']
376660,[35],[u'Comedy']
393457,[18],[u'Drama']
302156,[28],[u'Action']
325789,[53],[u'Thriller']
369557,[10749],[u'Romance']
335796,[53],[u'Thriller']
318121,[35],[u'Comedy']
376866,[18],[u'Drama']
309886,[28],[u'Action']
351211,[53],[u'Thriller']
68730,[18],[u'Drama']
331313,[35],[u'Comedy']
372058,[16],[u'Animation']
330483,[10749],[u'Romance']
389053,[35],[u'Comedy']
323676,[35],[u'Comedy']
329440,[53],[u'Thriller']
318781,[10749],[u'Romance']
213681,[35],[u'Comedy']
323677,[28],[u'Action']
382322,[16],[u'Animation']
324670,[28],[u'Action']
342521,[35],[u'Comedy']
295699,[35],[u'Comedy']
384682,[35],[u'Comedy']
371645,[35],[u'Comedy']
316152,[28],[u'Action']
399106,[16],[u'Animation']
374416,[35],[u'Comedy']
337674,[53],[u'Thriller']
364433,[35],[u'Comedy']
333385,[10749],[u'Romance']
377264,[28],[u'Action']
279641,[35],[u'Comedy']
315664,[35],[u'Comedy']
302688,[35],[u'Comedy']
353069,[35],[u'Comedy']
270010,[35],[u'Comedy']
388399,[53],[u'Thriller']
254302,[18],[u'Drama']
174751,[28],[u'Action']
397243,[53],[u'Thriller']
335778,[28],[u'Action']
374617,[53],[u'Thriller']
341012,[35],[u'Comedy']
338189,[18],[u'Drama']
283552,[18],[u'Drama']
310307,[18],[u'Drama']
410199,[28],[u'Action']
381356,[35],[u'Comedy']
301804,[28],[u'Action']
351819,[10749],[u'Romance']
168098,[28],[u'Action']
290098,[10749],[u'Romance']
333669,[28],[u'Action']
368031,[53],[u'Thriller']
375366,[53],[u'Thriller']
364116,[53],[u'Thriller']
259695,[53],[u'Thriller']
380124,[35],[u'Comedy']
322240,[35],[u'Comedy']
340402,[35],[u'Comedy']
186759,[35],[u'Comedy']
353326,[18],[u'Drama']
332872,[10749],[u'Romance']
374475,[35],[u'Comedy']
339419,[10749],[u'Romance']
382591,[35],[u'Comedy']
293670,[53],[u'Thriller']
369776,[35],[u'Comedy']
384798,[28],[u'Action']
351339,[53],[u'Thriller']
353571,[10749],[u'Romance']
338964,[35],[u'Comedy']
382399,[10749],[u'Romance']
382399,[10749],[u'Romance']
410718,[99],[u'Documentary']
340485,[10749],[u'Romance']
390734,[16],[u'Animation']
286567,[28],[u'Action']
374473,[18],[u'Drama']
369778,[35],[u'Comedy']
332411,[28],[u'Action']
339984,[18],[u'Drama']
370755,[10749],[u'Romance']
326423,[35],[u'Comedy']
366514,[10749],[u'Romance']
234004,[16],[u'Animation']
366924,[16],[u'Animation']
340677,[53],[u'Thriller']
263341,[28],[u'Action']
347938,[53],[u'Thriller']
355008,[35],[u'Comedy']
339408,[18],[u'Drama']
301608,[53],[u'Thriller']
270774,[35],[u'Comedy']
283378,[10749],[u'Romance']
376290,[53],[u'Thriller']
257345,[53],[u'Thriller']
284564,[53],[u'Thriller']
379291,[16],[u'Animation']
277839,[35],[u'Comedy']
296360,[10749],[u'Romance']
337703,[16],[u'Animation']
373314,[53],[u'Thriller']
329010,[53],[u'Thriller']
382511,[35],[u'Comedy']
205588,[53],[u'Thriller']
337556,[10749],[u'Romance']
392142,[35],[u'Comedy']
383869,[35],[u'Comedy']
248705,[35],[u'Comedy']
334517,[53],[u'Thriller']
267192,[18],[u'Drama']
356298,[35],[u'Comedy']
331962,[53],[u'Thriller']
359412,[28],[u'Action']
276905,[16],[u'Animation']
375804,[35],[u'Comedy']
374461,[18],[u'Drama']
404378,[35],[u'Comedy']
329981,[53],[u'Thriller']
393729,[18],[u'Drama']
384371,[35],[u'Comedy']
368596,[18],[u'Drama']
411009,[99],[u'Documentary']
353979,[53],[u'Thriller']
375012,[53],[u'Thriller']
301348,[35],[u'Comedy']
312669,[10749],[u'Romance']
375572,[18],[u'Drama']
375798,[35],[u'Comedy']
407806,[99],[u'Documentary']
195590,[28],[u'Action']
352492,[18],[u'Drama']
348089,[18],[u'Drama']
257087,[53],[u'Thriller']
377263,[18],[u'Drama']
342737,[35],[u'Comedy']
291351,[18],[u'Drama']
279096,[35],[u'Comedy']
308453,[35],[u'Comedy']
298584,[53],[u'Thriller']
245913,[18],[u'Drama']
339547,[53],[u'Thriller']
311667,[53],[u'Thriller']
323262,[35],[u'Comedy']
331583,[53],[u'Thriller']
375315,[53],[u'Thriller']
345009,[53],[u'Thriller']
340103,[53],[u'Thriller']
380225,[35],[u'Comedy']
184341,[18],[u'Drama']
332979,[18],[u'Drama']
339792,[35],[u'Comedy']
293767,[18],[u'Drama']
339994,[53],[u'Thriller']
381034,[53],[u'Thriller']
291356,[28],[u'Action']
258363,[53],[u'Thriller']
241258,[53],[u'Thriller']
369781,[35],[u'Comedy']
348668,[53],[u'Thriller']
359871,[99],[u'Documentary']
262841,[16],[u'Animation']
342473,[16],[u'Animation']
377275,[10749],[u'Romance']
293452,[53],[u'Thriller']
369780,[35],[u'Comedy']
336011,[18],[u'Drama']
342672,[35],[u'Comedy']
408033,[35],[u'Comedy']
384737,[28],[u'Action']
427760,[35],[u'Comedy']
346651,[28],[u'Action']
315011,[28],[u'Action']
346651,[28],[u'Action']
391698,[99],[u'Documentary']
308529,[28],[u'Action']
335791,[53],[u'Thriller']
326285,[18],[u'Drama']
315880,[10749],[u'Romance']
402298,[18],[u'Drama']
347123,[18],[u'Drama']
393764,[35],[u'Comedy']
372411,[35],[u'Comedy']
332721,[35],[u'Comedy']
334524,[28],[u'Action']
